line|pt|normal	13	0 5 9 12 15 18 22 25
line|pt|normal	14	0 9 13 17
line|pt|strict	0	0 4 10
line|pt|strict	1	0 1 2 7 8 9
line|pt|strict	2	0 1 3 4
line|pt|strict	3	0 4 8 11
line|pt|strict	4	0 1 4 5 6
line|pt|strict	5	0 1 2 3 5 6 7
line|pt|strict	6	0 4 10 13 21
line|pt|strict	7	0 4 5 6 8 16 20 22 29
line|pt|strict	8	0 2 3 6 7 8 12
line|pt|strict	9	0 2 5 7 10 11
line|pt|strict	10	0 4 8 11
line|pt|strict	11	0 9
line|pt|strict	12	0 10
line|pt|strict	13	0 5 9 12 15 18 22 25
line|pt|strict	14	0 9 13 17
line|ru|default	0	0 10
line|ru|default	1	0 1 7 8 9
line|ru|default	2	0 1 3 4
line|ru|default	3	0 4 8 11
line|ru|default	4	0 1 4 5 6
line|ru|default	5	0 1 2 3 5 6 7
line|ru|default	6	0 4 10 13 21
line|ru|default	7	0 4 5 6 8 16 20 22 29
line|ru|default	8	0 2 3 6 7 8 12
line|ru|default	9	0 2 5 7 10 11
line|ru|default	10	0 4 8 11
line|ru|default	11	0 9
line|ru|default	12	0 10
line|ru|default	13	0 5 9 12 15 18 22 25
line|ru|default	14	0 9 13 17
line|ru|loose	0	0 10
line|ru|loose	1	0 1 7 8 9
line|ru|loose	2	0 1 2 3 4
line|ru|loose	3	0 4 8 11
line|ru|loose	4	0 1 4 5 6
line|ru|loose	5	0 1 2 3 5 6 7
line|ru|loose	6	0 4 10 13 21
line|ru|loose	7	0 4 5 6 8 16 20 22 29
line|ru|loose	8	0 2 3 6 7 8 10 11 12
line|ru|loose	9	0 1 2 3 4 5 6 7 9 10 11
line|ru|loose	10	0 4 8 11
line|ru|loose	11	0 9
line|ru|loose	12	0 10
line|ru|loose	13	0 5 9 12 15 18 22 25
line|ru|loose	14	0 9 13 17
line|ru|normal	0	0 10
line|ru|normal	1	0 1 7 8 9
line|ru|normal	2	0 1 2 3 4
line|ru|normal	3	0 4 8 11
line|ru|normal	4	0 1 4 5 6
line|ru|normal	5	0 1 2 3 5 6 7
line|ru|normal	6	0 4 10 13 21
line|ru|normal	7	0 4 5 6 8 16 20 22 29
line|ru|normal	8	0 2 3 6 7 8 10 11 12
line|ru|normal	9	0 1 2 5 6 7 10 11
line|ru|normal	10	0 4 8 11
line|ru|normal	11	0 9
