# label=Homebrew icu4c@78, no LANG u_getVersion=78.3 unicode=17.0 cldr=48.0 uloc_getDefault=en_US_POSIX currentTextBreakLocaleID=zh-Hans-US (CFLocaleCopyPreferredLanguages()[0])
type	requestedLocale	behavior	openedLocale	fellBackToEmptyLocale	openStatus	actualLocale	validLocale	size	sha256	file	roundTrip	webkitSite
line	pt	loose	pt@lb=loose	0	U_USING_DEFAULT_WARNING	root	pt	75432	3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9	brk/3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pt	normal	pt@lb=normal	0	U_USING_DEFAULT_WARNING	root	pt	73168	e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf	brk/e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pt	strict	pt@lb=strict	0	U_USING_DEFAULT_WARNING	root	pt	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	default	ru	0	U_USING_DEFAULT_WARNING	root	ru	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	loose	ru@lb=loose	0	U_USING_DEFAULT_WARNING	root	ru	75432	3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9	brk/3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	normal	ru@lb=normal	0	U_USING_DEFAULT_WARNING	root	ru	73168	e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf	brk/e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	strict	ru@lb=strict	0	U_USING_DEFAULT_WARNING	root	ru	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	default	sv	0	U_USING_DEFAULT_WARNING	root	root	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	loose	sv@lb=loose	0	U_USING_DEFAULT_WARNING	root	root	75432	3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9	brk/3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	normal	sv@lb=normal	0	U_USING_DEFAULT_WARNING	root	root	73168	e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf	brk/e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	strict	sv@lb=strict	0	U_USING_DEFAULT_WARNING	root	root	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	default	fi	0	U_USING_DEFAULT_WARNING	root	root	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	loose	fi@lb=loose	0	U_USING_DEFAULT_WARNING	root	root	75432	3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9	brk/3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	normal	fi@lb=normal	0	U_USING_DEFAULT_WARNING	root	root	73168	e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf	brk/e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	strict	fi@lb=strict	0	U_USING_DEFAULT_WARNING	root	root	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	default	el	0	U_USING_DEFAULT_WARNING	root	el	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	loose	el@lb=loose	0	U_USING_DEFAULT_WARNING	root	el	75432	3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9	brk/3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	normal	el@lb=normal	0	U_USING_DEFAULT_WARNING	root	el	73168	e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf	brk/e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	strict	el@lb=strict	0	U_USING_DEFAULT_WARNING	root	el	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	default	tr	0	U_USING_DEFAULT_WARNING	root	root	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	loose	tr@lb=loose	0	U_USING_DEFAULT_WARNING	root	root	75432	3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9	brk/3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	normal	tr@lb=normal	0	U_USING_DEFAULT_WARNING	root	root	73168	e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf	brk/e0a181cf912e4caa81d80e053301b3b3ee7c1252339160ccae2bb9a659e24fbf.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	strict	tr@lb=strict	0	U_USING_DEFAULT_WARNING	root	root	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pl	default	pl	0	U_USING_DEFAULT_WARNING	root	root	73280	33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b	brk/33394b0828a31413031e54db9f2a8accf776fe9529f2ecb7902974a795e1937b.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pl	loose	pl@lb=loose	0	U_USING_DEFAULT_WARNING	root	root	75432	3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9	brk/3082ba71a14b908647417468307c32883f0ea4d3d5947b6a1e4840f9a053d8b9.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
