# label=Homebrew icu4c@76, no LANG u_getVersion=76.1 unicode=16.0 cldr=46.0 uloc_getDefault=en_US_POSIX currentTextBreakLocaleID=zh-Hans-US (CFLocaleCopyPreferredLanguages()[0])
type	requestedLocale	behavior	openedLocale	fellBackToEmptyLocale	openStatus	actualLocale	validLocale	size	sha256	file	roundTrip	webkitSite
line	en_US_POSIX	loose	en_US_POSIX@lb=loose	0	U_USING_DEFAULT_WARNING	root	en_US_POSIX	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	en_US_POSIX	normal	en_US_POSIX@lb=normal	0	U_USING_DEFAULT_WARNING	root	en_US_POSIX	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	en_US_POSIX	strict	en_US_POSIX@lb=strict	0	U_USING_DEFAULT_WARNING	root	en_US_POSIX	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fr	default	fr	0	U_USING_DEFAULT_WARNING	root	fr	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fr	loose	fr@lb=loose	0	U_USING_DEFAULT_WARNING	root	fr	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fr	normal	fr@lb=normal	0	U_USING_DEFAULT_WARNING	root	fr	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fr	strict	fr@lb=strict	0	U_USING_DEFAULT_WARNING	root	fr	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	de	default	de	0	U_USING_DEFAULT_WARNING	root	de	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	de	loose	de@lb=loose	0	U_USING_DEFAULT_WARNING	root	de	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	de	normal	de@lb=normal	0	U_USING_DEFAULT_WARNING	root	de	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	de	strict	de@lb=strict	0	U_USING_DEFAULT_WARNING	root	de	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	es	default	es	0	U_USING_DEFAULT_WARNING	root	es	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	es	loose	es@lb=loose	0	U_USING_DEFAULT_WARNING	root	es	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	es	normal	es@lb=normal	0	U_USING_DEFAULT_WARNING	root	es	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	es	strict	es@lb=strict	0	U_USING_DEFAULT_WARNING	root	es	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	it	default	it	0	U_USING_DEFAULT_WARNING	root	it	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	it	loose	it@lb=loose	0	U_USING_DEFAULT_WARNING	root	it	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	it	normal	it@lb=normal	0	U_USING_DEFAULT_WARNING	root	it	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	it	strict	it@lb=strict	0	U_USING_DEFAULT_WARNING	root	it	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pt	default	pt	0	U_USING_DEFAULT_WARNING	root	pt	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pt	loose	pt@lb=loose	0	U_USING_DEFAULT_WARNING	root	pt	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pt	normal	pt@lb=normal	0	U_USING_DEFAULT_WARNING	root	pt	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pt	strict	pt@lb=strict	0	U_USING_DEFAULT_WARNING	root	pt	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	default	ru	0	U_USING_DEFAULT_WARNING	root	ru	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	loose	ru@lb=loose	0	U_USING_DEFAULT_WARNING	root	ru	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	normal	ru@lb=normal	0	U_USING_DEFAULT_WARNING	root	ru	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	ru	strict	ru@lb=strict	0	U_USING_DEFAULT_WARNING	root	ru	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	default	sv	0	U_USING_DEFAULT_WARNING	root	sv	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	loose	sv@lb=loose	0	U_USING_DEFAULT_WARNING	root	sv	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	normal	sv@lb=normal	0	U_USING_DEFAULT_WARNING	root	sv	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	sv	strict	sv@lb=strict	0	U_USING_DEFAULT_WARNING	root	sv	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	default	fi	0	U_USING_DEFAULT_WARNING	root	fi	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	loose	fi@lb=loose	0	U_USING_DEFAULT_WARNING	root	fi	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	normal	fi@lb=normal	0	U_USING_DEFAULT_WARNING	root	fi	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	fi	strict	fi@lb=strict	0	U_USING_DEFAULT_WARNING	root	fi	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	default	el	0	U_USING_DEFAULT_WARNING	root	el	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	loose	el@lb=loose	0	U_USING_DEFAULT_WARNING	root	el	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	normal	el@lb=normal	0	U_USING_DEFAULT_WARNING	root	el	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	el	strict	el@lb=strict	0	U_USING_DEFAULT_WARNING	root	el	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	default	tr	0	U_USING_DEFAULT_WARNING	root	root	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	loose	tr@lb=loose	0	U_USING_DEFAULT_WARNING	root	root	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	normal	tr@lb=normal	0	U_USING_DEFAULT_WARNING	root	root	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	tr	strict	tr@lb=strict	0	U_USING_DEFAULT_WARNING	root	root	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pl	default	pl	0	U_USING_DEFAULT_WARNING	root	root	72944	ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632	brk/ead45134fb4351e5c158409a69f46b7810276805e156b633e54a52c73f546632.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pl	loose	pl@lb=loose	0	U_USING_DEFAULT_WARNING	root	root	75088	6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb	brk/6f88e7a5d68d35de2c1d0610d95bca1187b1f1d4c1df73c65b808dc08a5b9bbb.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
line	pl	normal	pl@lb=normal	0	U_USING_DEFAULT_WARNING	root	root	72832	6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db	brk/6b53770150498b968f48907db8ec339b6426382e55bc592473e629cd37d106db.brk	round-trip-ok	TextBreakIteratorICU.h:56-67 via CachedLineBreakIteratorFactory (InlineItemsBuilder.cpp:950, TextUtil.cpp:384, InlineFormattingUtils.cpp:350, RenderText.cpp:1350)
